v	layers
-0.24	End
4.87	End
6.12	End
3.8	End
-7.16	End
-7.33	End
-6.73	End
-6.45	End
-7.5	End
1.78	End
1.67	End
-3.18	End
5.83	End
2.24	End
1.22	End
-5.01	End
1.14	End
1.83	End
0.81	End
3.35	End
5.7	End
1.5	End
-6.73	End
-7.23	End
0.87	End
1.08	End
-0.54	End
4.19	End
3.1	End
2.45	End
3.5	End
4.26	End
3.92	End
-0.42	End
3.68	End
-4.09	End
-5.77	End
4.61	End
4.28	End
-5.6	End
-2.28	End
-6.16	End
-6.44	End
-5.46	End
-6.65	End
-6.5	End
-6.2	End
-5.71	End
-0.22	End
-1.02	End
0.42	End
2.56	End
-3.17	End
4.87	End
6.25	End
3.56	End
4.83	End
1.55	End
1.29	End
5.04	End
5.38	End
-6.29	End
5.19	End
6.71	End
-7.24	End
2.63	End
1.67	End
-5.48	End
-8.34	End
0.48	End
3.35	End
2.26	End
3.84	End
3.89	End
2.31	End
2.97	End
4.22	End
0.8	End
-5.74	End
-7.86	End
-5.19	End
0.91	End
-1.28	End
-1.72	End
-1.08	End
0.23	End
-2.3	End
4.99	End
3.71	End
5.99	End
3.06	End
-6.45	End
3.06	End
1.98	End
5.2	End
-5.99	End
-8.48	End
-2.92	End
2.63	End
-0.71	End
5.35	End
4.06	End
3.61	End
5.78	End
2.98	End
1.38	End
2.95	End
-0.77	End
2.38	End
0.38	End
-8.39	End
0.63	End
-3.62	End
2.29	End
-1.59	End
2.16	End
-0.86	End
-4.22	End
-4.08	End
-3.78	End
-3.6	End
-5.59	End
-3.56	End
-6.39	End
-4.39	End
-3.29	End
-4.45	End
-3.96	End
-3.06	End
-3.31	End
-3.72	End
-3.79	End
-3.88	End
-4.35	End
-4.33	End
-4.3	End
-4.26	End
-3.75	End
-4.26	End
-4.33	End
-4.18	End
-4.3	End
-4.18	End
-4.18	End
-4.61	End
-3.79	End
-4	End
-3.76	End
-4.35	End
-4.35	End
-4.28	End
-4.21	End
-4.16	End
-4.25	End
-4.17	End
-4.33	End
-5.39	End
-4.16	End
-3.87	End
-3.84	End
-3.9	End
-3.93	End
-4.05	End
-3.68	End
-4.44	End
-6.5	End
-5.74	End
2.39	End
2.62	End
2.01	End
0.46	End
4.02	End
4.69	End
-1.49	End
-6.94	End
2.93	End
3.75	End
2.1	End
1.82	End
7.42	End
-5.97	End
5.68	End
0.83	End
1.7	End
1.08	End
1.91	End
-9.34	End
-6.75	End
4.07	End
5.59	End
5.67	End
6.06	End
-0.87	End
-2.25	End
-6.45	End
-6.83	End
-7.14	End
-7.23	End
-0.54	End
2.7	End
5.14	End
-6.43	End
1.48	End
1.09	End
3.39	End
-1.98	End
1.11	End
3.29	End
2.56	End
3.89	End
5.16	End
-0.07	End
4.86	End
-1.24	End
3.09	End
2.79	End
6.5	End
1.54	End
1.32	End
2.94	End
2.18	End
4.5	End
2.47	End
-6.38	End
2.94	End
1.44	End
0.45	End
0.04	End
7.19	End
-6.41	End
-7.78	End
-6.97	End
-6.36	End
0.11	End
0.64	End
0.44	End
2.2	End
5.8	End
0.38	End
-6.51	End
1.29	End
-2.06	End
2.29	End
4.03	End
2.29	End
5.41	End
6.64	End
-4.81	End
4.95	End
4.46	End
-6.47	End
4.47	End
5.91	End
4.34	End
2.55	End
-1.05	End
3.84	End
0.07	End
-0.6	End
-0.44	End
-0.54	End
-7.18	End
5.75	End
-7.59	End
-3.01	End
1.67	End
3.65	End
4.44	End
3.36	End
3.07	End
-7.11	End
-6.98	End
-6.96	End
-6.87	End
-2.87	End
0.79	End
1.21	End
-1.39	End
4.65	End
3.69	End
6.54	End
-6.47	End
-6.14	End
1.08	End
-6.85	End
-6.9	End
-6.81	End
1.62	End
-6.03	End
-6.75	End
-6.91	End
-1.35	End
1.38	End
-7.72	End
0.36	End
-5.09	End
-6.84	End
4.5	End
3.61	End
-0.44	End
-4.13	End
1.2	End
7.87	End
-1.24	End
-0.02	End
2.31	End
1.54	End
6.47	End
-1.05	End
-7.73	End
-1.63	End
2.51	End
4.13	End
2.95	End
3.13	End
-4.99	End
-1.18	End
2.61	End
3.08	End
0.98	End
4.17	End
0.87	End
-6.5	End
5.1	End
-6.25	End
-5.67	End
0.04	End
-1.56	End
-7.03	End
-7.78	End
-6.37	End
3.76	End
2.02	End
-6.75	End
-5.07	End
3.74	End
8.17	End
3.39	End
-6.73	End
1.68	End
0.59	End
6.05	End
2.7	End
3.88	End
2.52	End
2.97	End
1.07	End
-8.38	End
-6.42	End
-1.12	End
-7.49	End
-0.66	End
3.31	End
2.42	End
1.1	End
4.44	End
-6.91	End
-7.44	End
-6.54	End
-8.42	End
2.72	End
-6.61	End
-6.8	End
-1.74	End
5.34	End
-6.02	End
-1.07	End
-6.07	End
-2.68	End
-3.88	End
-7.84	End
3.67	End
0.18	End
-0.64	End
5.31	End
1.23	End
4.75	End
3.99	End
0.69	End
4.33	End
2.27	End
3.21	End
4.28	End
-0.97	End
-0.12	End
1.15	End
-2.3	End
0.98	End
6.96	End
2.31	End
3.81	End
4.08	End
3.9	End
-6.51	End
-6.27	End
-3.37	End
3.6	End
4.74	End
3.57	End
-2.86	End
3.89	End
-2.09	End
3.01	End
1.12	End
2.36	End
4.28	End
6.2	End
0.51	End
1.57	End
-6.86	End
0.8	End
1.67	End
3.57	End
1.86	End
8.64	End
7.63	End
4.68	End
0.93	End
6.93	End
2.51	End
-5.93	End
-4.74	End
2.02	End
7.79	End
-0.47	End
-5.91	End
-6.74	End
3.39	End
3.35	End
3.77	End
1.22	End
-7.11	End
-1.16	End
-0.63	End
6.76	End
-0.16	End
9.84	End
4.03	End
2.62	End
0.51	End
4.68	End
1.7	End
3.85	End
-7.41	End
5	End
3.43	End
4.6	End
7.58	End
5.24	End
-2.21	End
2.22	End
1.15	End
5.38	End
5.56	End
0.01	End
-7.06	End
2.67	End
4.63	End
-4.68	End
4.56	End
-2.81	End
-8.01	End
-4.9	End
-6.66	End
0.44	End
2.14	End
0.11	End
4.26	End
3.22	End
-6.48	End
6.71	End
4.75	End
-5.92	End
-4.96	End
6.23	End
5.24	End
-1.15	End
3.01	End
1.47	End
3.87	End
1.25	End
1.98	End
5.58	End
0.7	End
-8.71	End
4.2	End
-6.39	End
-0.49	End
-6.75	End
2.61	End
2.63	End
2.71	End
6.35	End
-2.93	End
-8.28	End
1.13	End
1.84	End
4.86	End
-0.8	End
-1.13	End
-7.27	End
6	End
1.23	End
5.91	End
-1.11	End
1.61	End
2.09	End
2.57	End
6.11	End
4.87	End
0.47	End
-6.46	End
-8.26	End
4.83	End
2.13	End
2.87	End
-8.93	End
-0.56	End
5.16	End
-8.71	End
0.12	End
-6.3	End
-0.01	End
-6.67	End
-1.21	End
5.37	End
5.19	End
7.62	End
5.13	End
4.95	End
-4.04	End
-2.03	End
6.51	End
-0.84	End
0.49	End
4.39	End
4.38	End
1.93	End
2.46	End
-1.72	End
0.92	End
1.85	End
1.5	End
-2.01	End
0.44	End
-0.89	End
2.16	End
3.24	End
0.41	End
-4.86	End
6.11	End
4.02	End
2.98	End
-5.14	End
-6.43	End
3.45	End
4.99	End
5.5	End
7.04	End
4.38	End
4.97	End
4.59	End
0.06	End
1.99	End
0.14	End
-7.35	End
4.95	End
8.39	End
0.83	End
3.03	End
-6.65	End
5.97	End
1.52	End
3.77	End
4.6	End
4.26	End
5.21	End
3.6	End
1.33	End
-2.32	End
5.66	End
6.98	End
-7.69	End
0.34	End
6.27	End
0.29	End
3.51	End
1.71	End
-3.78	End
2.64	End
2.37	End
1.46	End
-1.61	End
0.64	End
4.31	End
4.16	End
1.17	End
-0.37	End
3.67	End
3.95	End
-6.11	End
-7.91	End
0.86	End
4.37	End
1.08	End
-0.78	End
-0.5	End
4.42	End
2.14	End
2.65	End
1.51	End
0.7	End
-7.34	End
2.43	End
-0.1	End
-5.61	End
-8.21	End
-6.57	End
-6.56	End
-6.8	End
-6.83	End
-6.72	End
-7.3	End
-4.69	End
-5.76	End
-5.61	End
-2.74	End
1.74	End
6.37	End
1.05	End
2.72	End
-4.23	End
0.16	End
4.33	End
5.31	End
5.02	End
-7.31	End
3.99	End
-7.3	End
0.1	End
4.51	End
2.54	End
4.82	End
-0.47	End
-0.24	End
2.52	End
-4.62	End
4.78	End
3.57	End
7.09	End
2.68	End
2.86	End
-1.63	End
3.06	End
-6.87	End
3.75	End
4.26	End
1.93	End
-7.92	End
-2.12	End
3.89	End
2.47	End
6.73	End
3.02	End
2.46	End
-0.79	End
3.44	End
0.59	End
3.76	End
3.95	End
4.51	End
2.09	End
6.28	End
-8.54	End
-0.02	End
-7.58	End
-7.35	End
3.08	End
3.98	End
-5.7	End
-6.83	End
-5.38	End
1.38	End
1.88	End
2.85	End
-5.02	End
4.86	End
-1.48	End
2.52	End
-7.17	End
-2.92	End
5.87	End
-6.82	End
-7.36	End
-6.56	End
-7.02	End
-6.45	End
-7.1	End
-6.33	End
-6.62	End
-6.95	End
-6.87	End
3.18	End
0.28	End
2.14	End
-1.75	End
-6.4	End
1.63	End
-2.23	End
4.58	End
1.15	End
-2.21	End
5.32	End
-2.7	End
-0.8	End
-7.85	End
-1.49	End
0.07	End
6.6	End
2.59	End
4.08	End
5.21	End
-0.31	End
2.08	End
4.09	End
-0.96	End
4.98	End
3.48	End
3.66	End
3.19	End
2	End
1.26	End
4.82	End
5.11	End
7.7	End
3.41	End
-1.04	End
3.59	End
-5.26	End
4.88	End
-2.4	End
2.9	End
-6.34	End
-4.45	End
2.59	End
3.23	End
1.77	End
1.79	End
1.12	End
4.35	End
4.14	End
3.71	End
-1.32	End
2.77	End
1.82	End
6.31	End
3.2	End
0.86	End
5.03	End
5.28	End
0.7	End
3.64	End
5.8	End
5.02	End
5.57	End
1.7	End
0.97	End
4.43	End
-0.53	End
2.46	End
4.81	End
2.97	End
7.82	End
0.29	End
-7.2	End
2.86	End
4.25	End
1.68	End
2.48	End
-0.7	End
5.29	End
1.38	End
0.36	End
2.84	End
-1.52	End
1.07	End
-1.57	End
-6.59	End
2.97	End
3.97	End
1	End
-1.83	End
1.54	End
0.02	End
-6.56	End
5.74	End
3.25	End
2.58	End
-0.15	End
2.8	End
1.71	End
3.6	End
-6.58	End
1.95	End
3.73	End
4.2	End
-6.79	End
-7.18	End
0.87	End
0.54	End
-0.27	End
4.15	End
-5.41	End
2.61	End
7.49	End
1.82	End
-6.54	End
3.01	End
4.67	End
2.76	End
6.35	End
2.11	End
-8.24	End
2.22	End
-2.28	End
0.19	End
-0.72	End
-4.42	End
-4.83	End
-0.24	End
-4.48	End
7.4	End
-8.45	End
3.46	End
3.95	End
2.58	End
7.61	End
-8.64	End
-1.87	End
0.84	End
1.91	End
2.27	End
-0.01	End
-0.3	End
5.79	End
-1.22	End
6.98	End
1.74	End
-7.01	End
1.94	End
-1.15	End
4.62	End
4.56	End
1.34	End
0.98	End
-1.43	End
-7.51	End
-2.25	End
-5.54	End
2.13	End
5.72	End
0.78	End
5.28	End
-7.84	End
2.65	End
-3.33	End
1.57	End
4.69	End
4.7	End
10.11	End
-8.41	End
-3.94	End
2.46	End
-4.56	End
2.36	End
7.6	End
0.95	End
0.01	End
4.56	End
0.52	End
-6.01	End
2.56	End
-1.41	End
-6.01	End
2.77	End
-5.11	End
5.02	End
4.44	End
-6.25	End
1.84	End
2.91	End
0.04	End
4.27	End
7.29	End
1.51	End
6.82	End
-5.79	End
-2.69	End
2.53	End
0.57	End
3.63	End
2.12	End
8.98	End
-5.25	End
-0.64	End
-6.75	End
4.84	End
1.49	End
3.25	End
-7.01	End
-1.59	End
1.89	End
1.84	End
0.47	End
5.14	End
-7.46	End
2.03	End
3.71	End
2.62	End
2.15	End
5.14	End
0.53	End
4.25	End
0.84	End
-5.95	End
2.89	End
2.14	End
2.85	End
2.65	End
-2.29	End
2.96	End
-6.51	End
-6.86	End
2.05	End
3.17	End
-0.66	End
-8.73	End
5.56	End
0.92	End
0.18	End
-0.28	End
5.21	End
-1.1	End
0.65	End
1.37	End
1.89	End
-8.55	End
4.16	End
-1.64	End
5.13	End
-0.18	End
-0.4	End
4.92	End
3.91	End
2.06	End
2.57	End
4.83	End
-4.86	End
-6.52	End
3.52	End
3.02	End
-0.18	End
5.11	End
2.92	End
5.42	End
-2.73	End
-6.17	End
-7.48	End
-7.53	End
2.03	End
-6.19	End
2.19	End
5.81	End
-7.01	End
-8.44	End
-6.12	End
-6.43	End
-6.37	End
-6.88	End
-6.73	End
-7.3	End
-5.68	End
3.37	End
3.92	End
0.43	End
2.4	End
2.15	End
-7.19	End
-1.46	End
2.04	End
-1.29	End
2.65	End
2.7	End
0.72	End
4.23	End
3.66	End
2.6	End
2.06	End
0.23	End
-7.1	End
6.73	End
2.73	End
-8.02	End
-0.95	End
4.07	End
2.68	End
-0.78	End
-6.8	End
2.53	End
-7.98	End
0.5	End
3.35	End
5.76	End
2.19	End
4.6	End
-0.93	End
1.21	End
-5.9	End
-0.8	End
6.41	End
-7.68	End
-7.05	End
-6.64	End
-0.6	End
-5.34	End
3.52	End
2.67	End
2.13	End
2.28	End
5.42	End
3.54	End
2.72	End
5.51	End
5.88	End
-6.2	End
-8.35	End
-6.12	End
2.3	End
4.39	End
8.06	End
4.02	End
4.8	End
6.88	End
-1.74	End
-0.54	End
-7.16	End
0.82	End
5.71	End
5.65	End
2.34	End
6.59	End
-0.33	End
3.03	End
2.7	End
3.71	End
2.47	End
3.07	End
5.24	End
3.26	End
5.93	End
5.47	End
4.01	End
6.85	End
3.19	End
4.39	End
4.73	End
0.35	End
7.67	End
1.86	End
1.19	End
-5.38	End
-1.2	End
4.15	End
0.15	End
1.85	End
3.54	End
-0.85	End
-1.2	End
4.62	End
5.58	End
-3.96	End
-0.19	End
4.26	End
-1.87	End
7.38	End
2.45	End
4.95	End
-7.15	End
4.37	End
2.95	End
0.85	End
2.94	End
5.33	End
0.67	End
-7.36	End
-7.57	End
3.52	End
-0.24	End
-4.95	End
0.09	End
3.18	End
7.29	End
-2.29	End
-7.75	End
0.97	End
-6.89	End
3.18	End
6.74	End
4.05	End
3.51	End
4.1	End
-1.36	End
-5.06	End
-3.86	End
0.12	End
2.12	End
3.81	End
-7.79	End
1.46	End
2.9	End
6.45	End
0.16	End
1.26	End
0.18	End
-2.12	End
-1.86	End
-0.73	End
-7.29	End
-7.22	End
1.12	End
-7.72	End
0.58	End
6.01	End
2.66	End
4.41	End
3.65	End
3.08	End
3.97	End
1.08	End
3.82	End
3.5	End
3.01	End
-1.77	End
-5.53	End
-5.99	End
-4.22	End
-5.72	End
2.83	End
4.7	End
3.83	End
-7.6	End
-1.02	End
2.86	End
-1.87	End
-1.73	End
-7.32	End
-1	End
-8.34	End
1.44	End
-7.11	End
-0.75	End
-5.96	End
5.65	End
2.51	End
5.04	End
-7	End
2.28	End
-5.58	End
-1.05	End
-8.06	End
-2.36	End
-2.83	End
8.96	End
-5.39	End
-5.18	End
-1.76	End
1.97	End
1.94	End
4.69	End
-8.48	End
-0.23	End
-0.19	End
1.33	End
1.61	End
-7.57	End
1.9	End
-7.09	End
-0.51	End
-3.91	End
1.54	End
1.96	End
-1.69	End
-0.14	End
-1.01	End
2.81	End
-3.97	End
-1.13	End
-7.58	End
-7.97	End
2.96	End
-1.06	End
4.16	End
7.31	End
5.7	End
3.09	End
3.1	End
3.3	End
6.9	End
10.1	End
3.41	End
-3.59	End
-5.39	End
-0.47	End
-4.61	End
5.62	End
-6.62	End
1.57	End
5.25	End
4.07	End
-1.09	End
-5.05	End
1.31	End
7.14	End
2.58	End
-5.68	End
-5.99	End
-6.11	End
2.01	End
-1.56	End
-6.88	End
0.57	End
-7.89	End
-6.96	End
-4.66	End
-3.05	End
5.37	End
-4.92	End
-8.25	End
1.93	End
3.04	End
1.8	End
2.27	End
-1.85	End
2.46	End
5.3	End
0.6	End
5.28	End
0.07	End
1.41	End
-1.01	End
4.43	End
2.85	End
5.03	End
-7.62	End
-1.82	End
5.3	End
5.34	End
-0.02	End
-0.29	End
-6.64	End
-6.86	End
2.48	End
4.14	End
-7.2	End
-6.22	End
-7.01	End
2.78	End
1.44	End
4.89	End
5.01	End
-0.2	End
-4.89	End
2.64	End
7.96	End
7.94	End
4.1	End
3.05	End
1.72	End
-2.86	End
-3.68	End
3.25	End
2.36	End
4.96	End
0.24	End
1.08	End
-3.5	End
-6.95	End
-3.51	End
5.06	End
6.03	End
0.22	End
4.59	End
-1.63	End
2.47	End
2.45	End
3.57	End
1.77	End
4.56	End
-2.1	End
2.78	End
-4.63	End
3.11	End
-6.74	End
-6.83	End
-4.33	End
0.04	End
-1.77	End
2.42	End
5.26	End
-4.96	End
2.99	End
5.43	End
2.36	End
3.49	End
0.77	End
7.11	End
-3.72	End
-7.08	End
-0.28	End
2.39	End
4.97	End
1.43	End
-0.88	End
6.17	End
-2.76	End
0.62	End
5.33	End
-7.52	End
7.87	End
0.32	End
3.48	End
1.55	End
-5.7	End
-8.6	End
0.63	End
6.41	End
3.25	End
2.64	End
3.62	End
1.7	End
2.65	End
6.92	End
-7.02	End
2.88	End
2.67	End
-3.28	End
9.16	End
3.4	End
3.11	End
5.08	End
0.57	End
-7.09	End
-6.34	End
1.29	End
-6.51	End
-1.69	End
3.79	End
4.45	End
4.22	End
5.76	End
-1.83	End
-6.41	End
1.45	End
3.16	End
1.04	End
-1.01	End
1.38	End
1.98	End
-1.15	End
-5.72	End
4.14	End
3.01	End
-2.93	End
-7.51	End
2.33	End
3.31	End
4.42	End
2.1	End
-5.91	End
3.72	End
-7.44	End
1.32	End
9.87	End
-1.8	End
2.92	End
1.56	End
-7.34	End
-9.24	End
2.27	End
-6.87	End
3.24	End
1.49	End
11.33	End
4.65	End
-1.96	End
2.61	End
-7.18	End
7.35	End
-0.69	End
-7.95	End
4.33	End
1.11	End
-5.37	End
3.99	End
-7.51	End
3.86	End
-8.38	End
4.74	End
3.48	End
-1.44	End
-0.79	End
3.29	End
10.06	End
5.73	End
4.89	End
4.81	End
7.58	End
1.83	End
-4.46	End
6.31	End
-0.84	End
-7.97	End
3.37	End
4.65	End
2	End
1.28	End
3.04	End
1.74	End
-7.67	End
4.08	End
2.08	End
-3.32	End
-7.16	End
-1.39	End
-4.55	End
1.87	End
3	End
-6.12	End
0.2	End
1.56	End
5.19	End
5.36	End
1.46	End
2.25	End
2.67	End
8.36	End
6.2	End
3.01	End
6.16	End
1.21	End
1.8	End
0.28	End
2.9	End
-5.3	End
1.07	End
-4.36	End
1.88	End
9.86	End
0.92	End
4.44	End
2.73	End
-5.99	End
-6.02	End
0.17	End
0.39	End
2.41	End
1.77	End
2.2	End
4.44	End
6.24	End
-7.69	End
2.67	End
1.02	End
6.97	End
2.97	End
4.98	End
-0.22	End
4.34	End
-0.85	End
-7.64	End
-0.22	End
7.67	End
5.38	End
-3.41	End
0.82	End
4.22	End
4.28	End
6.11	End
4.55	End
1.73	End
8	End
5.42	End
-1.39	End
3.58	End
7.31	End
2.07	End
3.55	End
0.36	End
5.48	End
-5.36	End
-2.76	End
-7.52	End
-0.68	End
5.42	End
-0.01	End
0.95	End
2.14	End
-5.87	End
3.82	End
4.8	End
5.07	End
2.29	End
4.8	End
-2.28	End
1.11	End
-0	End
-1.79	End
-7.48	End
-1.76	End
-6.36	End
-5.88	End
0.91	End
-5.76	End
1.92	End
4	End
-6.61	End
2.74	End
1.36	End
6.47	End
-5.52	End
-6.14	End
-5.14	End
-5.82	End
4.21	End
0.81	End
0.22	End
-6.48	End
1.12	End
10.46	End
2.31	End
2.07	End
-9.52	End
9.19	End
4.47	End
-7.88	End
2.76	End
1.85	End
-7.43	End
-5.93	End
-0.17	End
4.67	End
3.86	End
3.45	End
1.45	End
3.83	End
1.74	End
4.53	End
4.26	End
1.17	End
3.72	End
4.1	End
2.31	End
1.72	End
4.13	End
2.86	End
0.45	End
-0.92	End
-8.31	End
-2.12	End
3.61	End
-3.8	End
2.43	End
-7.81	End
-1.69	End
2.8	End
4.74	End
0.05	End
-6.46	End
4.14	End
-6.58	End
-6.76	End
-5.3	End
1.6	End
3.57	End
-6.89	End
-2.32	End
3.44	End
6.91	End
-3.02	End
-1.49	End
-8.1	End
-8.96	End
-5.75	End
4.03	End
-7.26	End
-7.8	End
3.1	End
-8.09	End
-3.68	End
4.74	End
-6.79	End
-0.53	End
-7.18	End
2.14	End
0.1	End
2.47	End
-1.13	End
2.74	End
7.2	End
7.26	End
2.15	End
0.97	End
0.84	End
1.96	End
3.32	End
-6.89	End
-8.1	End
-1.34	End
6.44	End
-5.01	End
5.9	End
5.53	End
-5.67	End
-5.19	End
-5.29	End
-6.92	End
5.04	End
1.04	End
-5.24	End
3.23	End
0.22	End
-1.43	End
2.8	End
3.48	End
3.61	End
-7.05	End
-0.35	End
-7.74	End
-6.63	End
-1.83	End
2.97	End
0.93	End
2.99	End
2.7	End
2.66	End
1.05	End
-0.18	End
-8.03	End
1.64	End
7.13	End
4.27	End
2.32	End
-7.6	End
1.51	End
4.02	End
0.59	End
4.07	End
7.01	End
-6.27	End
1.25	End
2.18	End
2.5	End
4.83	End
1.98	End
-5.72	End
-2.6	End
4.17	End
1.73	End
1.32	End
2.54	End
3.21	End
3.14	End
-8.34	End
-7.44	End
-8.68	End
-2.09	End
4.75	End
3.53	End
5.06	End
-7.38	End
2.66	End
4.81	End
2.27	End
8.4	End
3.84	End
5.48	End
2.12	End
6.61	End
-2.5	End
-6.32	End
4.82	End
-4.93	End
-4.71	End
-5.75	End
-5.12	End
-4.51	End
-3.84	End
4.24	End
2.18	End
3.35	End
5.35	End
1.78	End
1.96	End
-3.59	End
0.36	End
-3.47	End
0.86	End
-4.57	End
3.99	End
3.71	End
3.18	End
5.15	End
2.61	End
5.37	End
5.48	End
1.37	End
2.62	End
-0.49	End
3.74	End
-2.35	End
7.12	End
3.28	End
-2.88	End
1.79	End
5.58	End
5.54	End
1.29	End
-7.82	End
-7.58	End
2.68	End
3.93	End
-8.33	End
-7.37	End
-0.12	End
2.77	End
2.88	End
1.19	End
-1.2	End
-6.78	End
3.45	End
-5.04	End
4.73	End
3.64	End
3.95	End
2.54	End
6.99	End
8.92	End
4.54	End
-1.78	End
3.48	End
3.85	End
1.5	End
3.32	End
4.35	End
4.59	End
7.47	End
5.2	End
6.57	End
5.51	End
-0.9	End
3.58	End
3.19	End
1.64	End
3.21	End
1.15	End
-3.68	End
-2.61	End
0.5	End
8.18	End
-1.52	End
-5.59	End
2.82	End
1.03	End
2.24	End
9.27	End
2.11	End
1.99	End
-6.87	End
-6.18	End
-7.08	End
-5.49	End
-4.72	End
-1.94	End
-6.16	End
-6.16	End
-6.16	End
-6.16	End
-6.19	End
-6.45	End
-5.25	End
5.24	End
-4.85	End
3.46	End
2.32	End
2.87	End
5.07	End
-7.54	End
3.72	End
2.17	End
1.42	End
-5.87	End
0.45	End
1.85	End
3.27	End
4.7	End
-1	End
6.06	End
0.48	End
-1.23	End
-6.22	End
-6.63	End
-6.58	End
-5.89	End
-6.02	End
2.15	End
-2.22	End
-1.01	End
6.42	End
-3.06	End
-6.1	End
-7.04	End
-6.66	End
3.6	End
3.81	End
3.67	End
-8.83	End
-6.24	End
-6.99	End
-5.1	End
3.87	End
3.5	End
3.28	End
2.04	End
-0.3	End
-4.42	End
3.43	End
1.93	End
-7.07	End
4.08	End
4.34	End
4.77	End
5.54	End
4.56	End
5.23	End
2.16	End
3.59	End
-3.75	End
5.53	End
1.4	End
-0.06	End
-1.43	End
3.39	End
4.45	End
4.19	End
2.7	End
-0.88	End
1.06	End
0.72	End
-0.45	End
0.7	End
1.26	End
-6.87	End
-6.57	End
1.11	End
0.63	End
4.14	End
1.57	End
3.3	End
3.63	End
-2.24	End
-8.27	End
-8.13	End
3.76	End
-7.49	End
1.89	End
1.27	End
1.16	End
-8.13	End
-5.8	End
4.19	End
9.22	End
-8.28	End
-8.03	End
6.52	End
-7.49	End
9.95	End
6.34	End
3.49	End
1.24	End
-5.04	End
-5.95	End
-6.91	End
1.95	End
6.22	End
3.24	End
0.2	End
-6.88	End
-6.52	End
1.39	End
6.11	End
-7.06	End
-6.55	End
-7.44	End
2.21	End
1.64	End
2.22	End
2.14	End
-2.46	End
1.36	End
4.27	End
1.32	End
3.64	End
4.21	End
4.49	End
-1.35	End
3.11	End
6.21	End
-4.42	End
1.47	End
-1.98	End
2.84	End
2.91	End
3.42	End
-1.16	End
-4.88	End
-6.67	End
4	End
0.24	End
-6.51	End
-7.74	End
-7.09	End
-6.13	End
-7.3	End
-8.26	End
-7.48	End
1.78	End
-3.34	End
0.51	End
0.1	End
0.49	End
3.61	End
0.22	End
1.11	End
2.73	End
2.14	End
-4.77	End
-9.36	End
-1.76	End
-7.06	End
-6.2	End
5.54	End
2.41	End
0.87	End
-3.44	End
-8.76	End
0.71	End
-0.17	End
3.17	End
4.12	End
5.28	End
1.64	End
5.71	End
4.27	End
3.77	End
-7.62	End
3.3	End
-1.86	End
0.28	End
2.15	End
0.07	End
0.6	End
1.57	End
-8.52	End
0.99	End
4.12	End
-7.15	End
1.38	End
0.27	End
7.92	End
-0.51	End
-5.76	End
4.88	End
-0.51	End
1	End
2.52	End
3.3	End
1.68	End
-2.7	End
-1.51	End
5.56	End
-4.42	End
-0.57	End
6.18	End
-2.65	End
-7.31	End
6.18	End
1.46	End
-4.16	End
2.63	End
0.95	End
2.72	End
-1.42	End
5.31	End
-2.73	End
-3.88	End
2.99	End
-6.91	End
-6.5	End
-3.51	End
4.23	End
0.64	End
1.48	End
6.93	End
0.75	End
-8.44	End
1.67	End
-1.3	End
4.18	End
-7.72	End
3.59	End
1.94	End
2.58	End
1.93	End
1.52	End
4.36	End
-0.44	End
-3.5	End
9.3	End
-1.05	End
-6.44	End
-6.86	End
-5.74	End
-5.62	End
-5.73	End
-5.65	End
-5.75	End
-5.64	End
-5.69	End
-5.69	End
-5.69	End
-5.64	End
-5.84	End
4.68	End
2.12	End
2.44	End
-8.95	End
2.25	End
1.81	End
-1.14	End
2.84	End
3.78	End
-1.28	End
1.88	End
5.55	End
1.77	End
2.3	End
-8.87	End
2.67	End
-2.68	End
-0.56	End
2.92	End
3.79	End
3.2	End
6.75	End
5.01	End
3.23	End
0.11	End
-6.94	End
4.05	End
2.64	End
-1.4	End
-7.76	End
-8.45	End
-5.41	End
-5.65	End
4.85	End
4.08	End
6.2	End
-5.83	End
-7.48	End
-6.42	End
-0.79	End
1.83	End
4.73	End
1.11	End
0.83	End
-7.23	End
0.17	End
0.67	End
-7.7	End
5.48	End
6.41	End
-5.66	End
-5.44	End
1.74	End
2.85	End
-3.94	End
1.49	End
0.6	End
1.75	End
0.43	End
-6.78	End
-3.1	End
-4.22	End
-0.82	End
-0.29	End
6.09	End
6.75	End
6.83	End
-1.45	End
-6.86	End
-1.16	End
2.75	End
4.49	End
4.96	End
-6.41	End
2.05	End
2.49	End
-0.9	End
2.14	End
2.56	End
2.68	End
1.81	End
6.77	End
-0.77	End
3.36	End
2.15	End
1.06	End
0.79	End
2.33	End
6.92	End
-7.48	End
1.27	End
1.79	End
-8.54	End
-2.66	End
1.46	End
2.59	End
9.32	End
2.85	End
2.32	End
0.22	End
5.43	End
1.38	End
5.78	End
-5.49	End
0.13	End
3.48	End
1.79	End
-8.63	End
2.28	End
-8.47	End
-6.16	End
-1.71	End
-7.1	End
0.12	End
-6.31	End
-8.55	End
1.69	End
2.91	End
-6.57	End
3.02	End
-1.59	End
0.63	End
-6.9	End
-0.5	End
5.04	End
-2.51	End
-0.17	End
1.73	End
0.73	End
6.78	End
5.55	End
3.38	End
-4	End
1.58	End
3.41	End
2.95	End
4.78	End
3.68	End
3.36	End
-7.45	End
-2.51	End
4.46	End
4.07	End
4.62	End
-7.07	End
2.84	End
1.67	End
3.58	End
3.63	End
4.87	End
4.8	End
